season,date,home_team,away_team,home_1st,away_1st,home_2nd,away_2nd,home_final,away_final,home_open,away_open,home_close,away_close,home_ml,away_ml,home_2H,away_2H
2021,20211122.0,SanFrancisco,MorganState,40,30,43,37,83,67,24.5,146.5,24,146.5,-4000,1400,12,77.5
2021,20211122.0,SeattleU,ArkPineBluff,31,31,46,25,77,56,21,143,18.5,147,-1600,900,10.5,77.5
2021,20211123.0,Towson,Pennsylvania,34,23,42,38,76,61,3,138,1.5,134,-125,105,70,2.5
2021,20211123.0,Nevada,GeorgeMason,36,31,52,38,88,69,4.5,136.5,3,145,-155,135,0.5,76.5
2021,20211123.0,Marshall,ULLafayette,42,47,51,32,93,79,6,153,5,152,-200,175,4,83.5
2021,20211123.0,Gamecocks,Wofford,42,38,43,36,85,74,5.5,140,4,141,-180,160,1,77
2021,20211123.0,Red Raiders,NebraskaOmaha,43,20,53,20,96,40,28,136.5,30,141.5,NL,NL,12.5,73
2021,20211123.0,Nebraska,TennesseeState,38,41,41,32,79,73,19.5,146.5,16.5,145.5,-1500,850,10.5,78
2021,20211123.0,SouthDakotaState,WashingtonU,32,42,44,45,76,87,7.5,158.5,6.5,156.5,-280,240,6,81.5
2021,20211123.0,SanJoseState,No.Colorado,33,37,42,37,75,74,140,5.5,135.5,3.5,150,-170,72.5,1
2021,20211123.0,Bruins,Bulldogs,25,45,38,38,63,83,6,156.5,155.5,7,250,-300,0.5,80
2021,20211123.0,PortlandState,PortlandU,20,37,34,32,54,69,9.5,143,6,147,-270,230,7,73.5
2021,20211123.0,UCDavis,SacramentoState,23,41,40,34,63,75,9.5,139.5,8,135,-400,330,8.5,72
2021,20211123.0,UTRioGrandeValley,CSFullerton,28,31,44,36,72,67,144.5,8.5,143.5,9,350,-420,75.5,5
2021,20211123.0,NewHampshire,Quinnipiac,42,28,42,41,84,69,5,135,4,135,-175,155,72.5,1.5
2021,20211123.0,BethuneCookman,Liberty,29,34,22,25,51,59,132,16.5,128.5,18,1000,-2000,67.5,9.5
2021,20211123.0,Tar Heels,NCAsheville,37,24,35,29,72,53,20.5,154,23.5,157.5,-5000,1500,10.5,79
2021,20211123.0,Merrimack,Hartford,37,26,38,34,75,60,5.5,124,3.5,121,-170,150,64,0.5
2021,20211123.0,TennesseeTech,Lipscomb,36,41,52,36,88,77,142,2,142.5,2,115,-135,0.5,76.5
2021,20211123.0,SoCarolinaSt,USCUpstate,32,35,46,47,78,82,139,1,141,4,150,-170,74.5,1.5
2021,20211123.0,MDBaltimoreCo,American,45,31,53,36,98,67,6,137,5,141.5,-200,175,74.5,1.5
2021,20211123.0,St.Peter's,LongIsland,30,27,34,35,64,62,10.5,136,9.5,135.5,-500,400,4.5,71.5
2021,20211123.0,Maine,CentralConn,21,31,35,33,56,64,5,129.5,5.5,126.5,-220,190,6.5,66.5
2021,20211123.0,IndianaU,JacksonState,34,17,36,18,70,35,22.5,128,24.5,127,-5000,1500,11,66.5
2021,20211123.0,St.Johns,St.FrancisNY,38,40,38,30,76,70,26.5,154,27,155,-8000,1800,13.5,79.5
2021,20211123.0,Lehigh,Columbia,41,31,38,41,79,72,9,139,7.5,139.5,-380,320,1.5,74.5
2021,20211123.0,FlaGulfCoast,RhodeIsland,25,36,42,30,67,66,140,5,140,4.5,175,-200,0.5,73.5
2021,20211123.0,Bellarmine,CentralMichigan,39,32,37,37,76,69,7,147,6.5,146.5,-275,235,2.5,76.5
2021,20211123.0,Demon Deacons,KennesawSt,45,32,47,29,92,61,16.5,140.5,20,146.5,-3000,1200,8,78.5
2021,20211123.0,Stanford,N.CarolinaA&T,35,26,44,39,79,65,15.5,131,17,133,-1600,900,8.5,70.5
2021,20211124.0,FloridaIntl,NorthDakota,24,30,41,26,65,56,12.5,142.5,8,139.5,-410,340,7,73.5
2021,20211124.0,TexSanAntonio,Lamar,35,28,44,45,79,73,3.5,141,5,141.5,-190,170,1,73.5
2021,20211124.0,EasternMichigan,WesternIllinois,25,27,47,41,72,68,1,150.5,2,147,-140,120,1,77
2021,20211124.0,AirForce,DenverU,47,25,19,40,66,65,9,127,6.5,122,-300,250,64.5,1
2021,20211124.0,Wolverines,TarletonSt,31,22,34,32,65,54,22.5,129,22,128.5,-4000,1400,10.5,66
2021,20211124.0,Nevada,WashingtonU,29,27,52,35,81,62,3.5,150.5,4,147.5,-175,155,2,76.5
2021,20211124.0,NCWilmington,SouthernMiss,23,37,43,43,66,80,3,133,2,132.5,-135,115,4,70
2021,20211124.0,Monmouth,Princeton,39,46,37,18,76,64,pk,145,1,145,-130,110,2.5,78
2021,20211124.0,LouisianaTech,ULMonroe,46,26,50,48,96,74,18.5,138.5,16.5,139,-1400,800,5,74
2021,20211124.0,NorthernArizona,CSFullerton,30,37,26,36,56,73,145,6.5,141.5,3.5,145,-165,0.5,74.5
2021,20211124.0,SMU,SamHoustonSt,46,27,29,39,75,66,14.5,141,12.5,139.5,-1000,650,2.5,74
2021,20211124.0,Longhorns,CaliforniaBaptist,35,16,33,28,68,44,23.5,140,22,139.5,-4000,1400,8.5,71
2021,20211124.0,Pittsburgh,Vanderbilt,23,24,29,44,52,68,133,3,129.5,3,130,-150,66,1.5
2021,20211124.0,Montana,UCSanDiego,32,29,39,32,71,61,5,142.5,6,138.5,-240,200,3,71
2021,20211124.0,SouthDakotaState,GeorgeMason,35,32,45,44,80,76,4,151.5,6,153.5,-240,200,3,78.5
2021,20211124.0,Pepperdine,Horned Frogs,27,32,37,41,64,73,137.5,10,137.5,11.5,450,-600,71.5,5.5
2021,20211124.0,SantaClara,FresnoState,25,27,27,32,52,59,4.5,142.5,6.5,142,-250,210,72,5
2021,20211124.0,EasternIllinois,AlbanyNY,26,27,36,37,62,64,131.5,5.5,131,6.5,200,-240,68.5,3.5
2021,20211124.0,Campbell,MDEasternShore,33,25,33,30,66,55,17.5,125.5,17.5,122.5,-2000,1000,9,64.5
2021,20211124.0,Fairfield,StonyBrook,34,40,37,31,83,78,3.5,134.5,pk,134.5,-110,-110,1.5,71.5
2021,20211124.0,Canisius,CoppinState,44,39,32,36,76,75,10.5,144,10,146,-550,425,4.5,78
2021,20211124.0,NewOrleansU,CentralArkansas,35,33,55,30,90,63,7,150,8.5,151.5,-400,330,4.5,80
2021,20211124.0,NJIT,FairDickinson,35,29,27,25,62,54,7.5,143.5,5.5,141,-280,240,1.5,74
2021,20211124.0,Cornell,St.FrancisPA,47,32,46,48,93,80,4.5,149.5,4,153,-150,130,82.5,1.5
2021,20211124.0,Presbyterian,VMI,27,29,32,25,59,54,135.5,2.5,132.5,3.5,150,-170,69.5,1.5
2021,20211124.0,WesternKentucky,AlabamaA&M,47,25,41,37,88,62,20,136.5,18.5,136,-2000,1000,2.5,71.5
2021,20211124.0,Radford,William&Mary,31,24,36,30,67,54,5.5,133.5,5.5,135,-215,185,1.5,72.5
2021,20211124.0,SouthFlorida,Hampton,21,24,37,28,58,52,13,130,10,132.5,-550,425,6,68.5
2021,20211124.0,Massachusetts,UMassLowell,37,27,55,54,92,81,9,143.5,9.5,146,-500,400,3.5,76.5
2021,20211124.0,Harvard,Colgate,30,37,46,39,89,84,148,2.5,148.5,3.5,160,-180,78.5,0.5
2021,20211124.0,Seminoles,BostonU,37,35,34,36,81,80,16.5,134.5,19,135.5,-2000,1000,10.5,72.5
2021,20211124.0,Sooners,HoustonBaptist,22,27,35,13,57,40,29.5,143,34.5,142.5,NL,NL,19,72.5
2021,20211124.0,UTEP,FloridaA&M,30,25,37,28,67,53,12,133.5,11,128,-800,550,5.5,66.5
2021,20211124.0,Minnesota,Jacksonville,30,20,25,24,55,44,16.5,131,14.5,130,-1000,650,6.5,67.5
2021,20211124.0,BYU,TexasSouthern,43,30,38,34,81,64,19,135.5,19.5,137.5,-2500,1100,9.5,74.5
2021,20211124.0,CalSantaBarb,ArkPineBluff,38,36,48,22,86,58,27,137,24,137.5,-5000,1500,14,74
2021,20211125.0,SouthernMiss,UCSanDiego,21,30,35,25,56,55,1,143,141.5,2,105,-125,1.5,71.5
2021,20211125.0,NewOrleansU,Presbyterian,29,32,37,36,66,68,1.5,137.5,2,136.5,-135,115,2,70.5
2021,20211125.0,VMI,CentralArkansas,35,32,38,35,73,67,8,146.5,10.5,148.5,-450,375,5.5,79
2021,20211126.0,GeorgiaTech,GeorgiaSouthern,27,39,34,20,61,59,12.5,133.5,9,131.5,-500,400,7.5,71
2021,20211126.0,Boilermakers,NebraskaOmaha,52,17,45,23,97,40,35,144,37,145,-12000,4000,15,75
2021,20211126.0,BostonCollege,Columbia,40,33,33,27,73,60,17.5,135.5,15.5,133,-1400,800,7,71.5
2021,20211126.0,Volunteers,TennesseeTech,34,35,46,34,80,69,24,141,22.5,143.5,-3000,1200,12.5,75.5
2021,20211126.0,MontanaState,PortlandU,34,33,35,33,69,66,6.5,146,7,146.5,-260,220,4,74.5
2021,20211126.0,OralRoberts,Cowboys,31,34,41,38,77,78,149.5,10,147.5,9.5,400,-500,76.5,5
2021,20211126.0,Depaul,NorthernKentucky,39,30,38,38,77,68,5,139,5.5,142.5,-220,190,1,75.5
2021,20211126.0,Hawkeyes,PortlandState,31,20,54,31,85,51,23.5,150,24,155.5,-3900,1300,11,78.5
2021,20211126.0,Fighting Illini,UTRioGrandeValley,39,37,55,48,94,85,27.5,144.5,25.5,146.5,-2500,1300,12,79
2021,20211126.0,ArkansasState,MoreheadState,23,36,28,39,51,75,3,132,1.5,135,-125,105,4,70.5
2021,20211126.0,Tulsa,ArkansasLR,38,42,39,21,77,63,13,134,12.5,132.5,-750,525,8.5,73
2021,20211126.0,BoiseState,CSBakersfield,19,22,20,24,39,46,18.5,134.5,15.5,131,-1500,850,9.5,66.5
2021,20211126.0,Tigers,WichitaState,23,26,32,35,55,61,134,1,133,2.5,135,-155,68.5,0.5
2021,20211126.0,Montana,SouthernMiss,29,33,45,29,74,62,6,129,7,128.5,-280,240,5.5,68.5
2021,20211126.0,Bulldogs,Blue Devils,42,45,39,39,81,84,7.5,154.5,8.5,154.5,-410,340,6.5,85.5
2021,20211126.0,St.FrancisNY,McNeeseState,31,24,28,47,59,71,3.5,145.5,2,147,-145,125,74.5,0.5
2021,20211126.0,IncarnateWord,SEMissouriSt,39,34,37,45,76,79,144.5,5.5,140.5,7,220,-260,73.5,5
2021,20211126.0,Tigers,CharlestonSou,37,24,54,35,91,59,24.5,139,22.5,139.5,-2000,1000,10.5,73.5
2021,20211126.0,NewOrleansU,VMI,38,37,41,34,79,71,147,1,pk,146,-110,-110,0.5,78
2021,20211126.0,Brown,Bryant,30,27,29,38,59,65,4,144,2.5,148,-140,120,1,76
2021,20211126.0,N.CarolinaA&T,Samford,30,38,45,39,75,77,139.5,1.5,143,2.5,120,-140,0.5,75.5
2021,20211126.0,Howard,AustinPeay,34,36,33,33,67,69,4.5,149.5,2.5,146.5,-145,125,3,79
2021,20211126.0,CentralArkansas,Presbyterian,35,37,31,38,66,75,134,8,132.5,8.5,270,-330,70.5,3.5
2021,20211126.0,OldDominion,Longwood,28,29,34,32,62,61,5.5,123.5,4,124.5,-200,175,3,65.5
2021,20211126.0,Mississippi,MissValleySt,33,38,40,20,73,58,42,141,42,147.5,-8000,2500,23.5,77.5
2021,20211126.0,IPFW,SELouisiana,34,28,40,38,74,66,11.5,125.5,4.5,142,-190,170,0.5,74.5
2021,20211126.0,CalRiverside,FloridaA&M,27,26,33,23,60,49,11.5,125.5,13,128.5,-800,550,7.5,66
2021,20211126.0,Cavaliers,Lehigh,25,21,36,22,61,43,19.5,125,20,122,-2000,1000,8.5,64
2021,20211126.0,FlaGulfCoast,WesternMichigan,33,31,44,36,77,67,12.5,140,11,140,-700,500,6,73.5
2021,20211126.0,Mountaineers,EasternKentucky,38,41,42,36,80,77,23.5,142.5,15.5,150.5,-1100,700,9,80.5
2021,20211126.0,Wildcats,NorthFlorida,37,23,49,29,86,52,23.5,151,25.5,146,-3000,1300,12,78
2021,20211126.0,SoIllinois,AlcornState,22,36,40,23,62,59,15.5,129.5,15.5,129.5,-1200,750,9.5,68.5
2021,20211126.0,Pacific,ArkPineBluff,34,25,40,25,74,50,21.5,135,18.5,136,-1700,925,9,71.5
2021,20211127.0,Providence,St.Peter's,38,37,47,34,85,71,11.5,129.5,13,126,NL,NL,7.5,68
2021,20211127.0,BallState,IndianaState,45,26,52,49,97,75,149,1.5,pk,152.5,-115,-105,79.5,3
2021,20211127.0,WesternKentucky,TennMartin,34,38,47,28,81,66,21.5,146.5,18.5,147,-1800,1100,11,78
2021,20211127.0,Massachusetts,Rutgers,34,46,51,37,85,83,1,137,138,2,120,-140,2,75
2021,20211127.0,Davidson,RobertMorris,35,31,53,39,88,70,16.5,139.5,13.5,137.5,-1200,750,8,74.5
2021,20211127.0,Nebraska,SouthDakota,43,35,40,35,83,70,11,145.5,12,144.5,NL,NL,5,78
2021,20211127.0,CentralFlorida,Sooners,24,28,38,37,62,65,2,134.5,137.5,1,100,-120,1,71
2021,20211127.0,Wolfpack,LouisianaTech,41,33,49,48,90,81,6,140,4,142.5,-175,155,76.5,0.5
2021,20211127.0,Bearcats,Monmouth,36,28,23,33,59,61,11.5,140.5,11,141,-600,450,4.5,73.5
2021,20211127.0,ColoradoState,No.Colorado,38,41,50,38,88,79,15.5,149,14,146.5,-1200,750,9,78
2021,20211127.0,St.Bonaventure,NorthernIowa,34,47,46,43,80,90,13.5,132.5,9.5,132.5,-525,400,8,73
2021,20211127.0,Hofstra,DetroitU,57,33,41,51,98,84,7.5,145.5,7.5,145.5,-330,265,79,1
2021,20211127.0,PortlandU,SEMissouriSt,33,30,41,38,74,68,146,2,1,147,100,-120,0.5,76
2021,20211127.0,WesternIllinois,MiamiOhio,36,28,43,39,79,67,150.5,4.5,149.5,3.5,130,-150,77.5,4
2021,20211127.0,Chattanooga,CollCharleston,34,25,32,43,66,68,10.5,146.5,8.5,147.5,NL,NL,2.5,76.5
2021,20211127.0,RhodeIsland,GeorgiaState,41,35,53,24,94,59,3,143.5,8,139.5,-275,225,3.5,75.5
2021,20211127.0,AirForce,IdahoState,21,24,38,24,59,48,2,122,2.5,121.5,-140,120,2,63.5
2021,20211127.0,Red Raiders,Lamar,52,33,37,24,89,57,26.5,138.5,27,141,-3000,1450,11,74.5
2021,20211127.0,WesternMichigan,IPFW,40,36,37,41,93,85,144.5,2,140.5,4,-170,150,74.5,4
2021,20211127.0,UNLV,Bruins,22,37,29,36,51,73,139,10,139.5,10.5,NL,NL,72,2
2021,20211127.0,UtahValley,DenverU,27,30,36,33,77,68,13.5,136.5,11.5,133.5,-700,500,7,68.5
2021,20211127.0,Harvard,Northeastern,31,41,46,16,77,57,1.5,130.5,2,130.5,-130,110,3.5,71.5
2021,20211127.0,Bluejays,SIUEdwardsville,30,42,40,23,70,65,20,139.5,21,138.5,-2500,1250,13.5,75.5
2021,20211127.0,Pepperdine,GrandCanyon,30,32,26,27,56,59,133.5,4,134.5,3,145,-165,73,1.5
2021,20211127.0,IndianaU,Marshall,41,42,49,37,90,79,13,148.5,10.5,149,NL,NL,7,80
2021,20211127.0,Temple,Delaware,31,35,44,39,75,74,4,141,3.5,139,-165,145,3,73.5
2021,20211127.0,SantaClara,CalIrvine,36,32,28,37,64,69,4.5,135.5,3,136,-155,135,0.5,72.5
2021,20211127.0,WashingtonState,E.Washington,40,28,31,48,71,76,17.5,147.5,19.5,148,-2200,1150,7.5,77.5
2021,20211127.0,Wildcats,SacramentoState,47,22,58,37,105,59,27,142.5,29,143,-3500,1500,11,76.5
2021,20211127.0,UMKC,MoreheadState,25,34,37,36,62,70,127,3,127.5,4,NL,NL,0.5,67.5
2021,20211127.0,Golden Eagles,NoIllinois,39,28,41,38,80,66,21,136.5,21,136.5,-2800,1400,9,72.5
2021,20211127.0,NorthDakotaState,IdahoU,42,24,48,49,90,73,19.5,135.5,18.5,133,NL,NL,6.5,71
2021,20211127.0,UtahState,UTArlington,40,32,40,29,80,61,15,133,16,138,-1200,750,7.5,73
2021,20211127.0,DixieState,WeberState,35,41,35,46,70,87,153,11.5,153.5,11.5,NL,NL,80.5,5.5
2021,20211127.0,UtahU,BYU,29,27,35,48,64,75,137.5,1,139,1.5,100,-120,71,0.5
2021,20211127.0,SeattleU,StThomas,35,28,46,36,81,64,10.5,147.5,11,146,NL,NL,4,75.5
2021,20211127.0,ULLafayette,JacksonState,33,44,37,31,70,75,11.5,131,14,131,-800,550,10,70.5
2021,20211127.0,IncarnateWord,MontanaState,22,38,42,45,64,83,5.5,132.5,136.5,11.5,425,-550,70,3
2021,20211127.0,Army,Marist,27,27,38,34,65,61,5.5,132.5,4.5,135.5,-180,160,2.5,71.5
2021,20211127.0,Elon,JacksonvilleSt,33,46,48,47,81,93,130.5,2,130.5,2.5,120,-140,2.5,71
2021,20211127.0,LongIsland,DelawareState,46,27,53,38,99,65,11.5,145,13.5,146.5,NL,NL,4,78
2021,20211127.0,GardnerWebb,WesternCarolina,38,24,49,35,87,59,7.5,143.5,7,145,NL,NL,2,75
2021,20211127.0,Pittsburgh,MDBaltimoreCo,44,55,33,32,77,87,6,132.5,6,132,-240,200,5.5,72.5
2021,20211127.0,MountStMarys,Navy,18,33,22,34,40,67,125,5.5,123,3,135,-155,1,64.5
2021,20211127.0,Stetson,Campbell,20,38,38,22,58,60,1,129.5,133,2,115,-135,1.5,70
2021,20211127.0,Bradley,Maine,28,22,43,17,71,39,14.5,126.5,15.5,125,-1300,800,7,66.5
2021,20211127.0,St.Johns,NJIT,33,31,30,32,77,68,20,141,22.5,144.5,NL,NL,12.5,76.5
2021,20211127.0,EastCarolina,CoppinState,40,31,30,37,70,68,15.5,143.5,15,149.5,-1300,800,7,79.5
2021,20211127.0,USCUpstate,Furman,32,52,45,35,77,87,140.5,14.5,145,17.5,850,-1400,76.5,5.5
2021,20211127.0,HolyCross,NewHampshire,19,31,36,39,55,70,137,8.5,135,7.5,NL,NL,69.5,1.5
2021,20211127.0,Liberty,MDEasternShore,39,31,34,30,73,61,21,121.5,20.5,120.5,-3000,1450,9.5,64.5
2021,20211127.0,NCGreensboro,Vermont,24,25,30,26,54,51,120.5,2.5,123.5,4,NL,NL,65.5,2
2021,20211127.0,FlaGulfCoast,SELouisiana,59,41,31,30,90,71,9,141,8.5,143.5,-425,325,81.5,0.5
2021,20211127.0,LoyolaMarymount,PrairieViewA&M,37,40,46,40,83,80,15,141.5,13.5,137.5,NL,NL,7.5,74
2021,20211127.0,WashingtonU,Winthrop,30,35,44,47,74,82,147,4,5.5,149,-230,190,5,77.5
2021,20211128.0,Gators,Troy,49,20,35,25,84,45,21,134.5,21.5,134.5,-2500,1250,7.5,71.5
2021,20211128.0,MontanaState,SEMissouriSt,27,31,48,37,75,68,5.5,147,5.5,143.5,190,-230,5,76
2021,20211128.0,BowlingGreen,ChicagoSt,28,15,47,42,75,57,22.5,144,22,143,-2200,1150,9.5,73.5
2021,20211128.0,Depaul,EasternMichigan,53,29,48,34,101,63,12,145.5,12,149,-650,475,3,80
2021,20211128.0,FlaAtlantic,JamesMadison,31,34,34,35,65,69,pk,145.5,pk,146,-105,-115,1,75.5
2021,20211128.0,Gamecocks,Rider,25,28,40,30,65,58,17,144.5,17.5,147,NL,NL,10.5,75.5
2021,20211128.0,EasternIllinois,Evansville,24,38,30,32,54,70,127.5,6,124.5,6.5,220,-270,66.5,1
2021,20211128.0,SMU,ULMonroe,34,36,40,31,74,67,17,146,16.5,147,-1600,950,10,76
2021,20211128.0,ArkansasState,UMKC,39,32,27,23,66,55,3,134,4.5,131,-192,167,1,71
2021,20211128.0,Georgia,Wofford,33,32,32,36,65,68,139.5,1,pk,139.5,-115,-105,0.5,75
2021,20211128.0,Quinnipiac,Brown,29,34,32,38,61,72,2,135.5,134,2.5,120,-140,0.5,73.5
2021,20211128.0,Razorbacks,Pennsylvania,37,26,39,34,76,60,19.5,148,19,149,-2400,1200,9.5,77
2021,20211128.0,KansasState,NorthDakota,38,20,46,22,84,42,19,138.5,16.5,136,-1500,900,6,71
2021,20211128.0,LaSalle,Wildcats,17,42,29,30,46,72,139.5,17.5,138.5,18,-2800,1400,72.5,5.5
2021,20211128.0,SanDiego,CSNorthridge,18,30,34,26,52,56,11.5,134,11.5,130.5,-600,450,9,67
2021,20211128.0,Colorado,Stanford,37,32,43,44,80,76,5.5,134.5,4,133.5,-180,160,1,72.5
2021,20211128.0,California,FresnoState,28,21,37,36,65,57,2,122.5,2,121,-130,110,64,0.5
2021,20211128.0,FloridaIntl,NorthFlorida,36,38,48,31,84,69,3.5,137,5,138.5,-185,165,3,74.5
2021,20211128.0,Pirates,BethuneCookman,33,34,51,36,84,70,31.5,135.5,31,135.5,-5000,1600,16,72
2021,20211128.0,CentralConn,Fordham,32,28,30,34,83,89,135,8,131,8.5,310,-390,69.5,8
2021,20211128.0,Yale,StonyBrook,27,42,54,43,81,85,8.5,138.5,5.5,135.5,-370,290,6,72.5
2021,20211128.0,BostonU,Merrimack,30,37,31,23,61,60,6.5,122.5,5,122,-220,180,4.5,66.5
2021,20211128.0,SELouisiana,WesternMichigan,37,33,33,37,77,81,1,145.5,2,142.5,100,-120,75,0.5
2021,20211128.0,Duquesne,American,38,37,50,42,88,79,10,134.5,10.5,131.5,-525,400,5.5,71.5
2021,20211128.0,WiscMilwaukee,AlcornState,23,20,34,41,57,61,13,133,9,133.5,-550,425,4.5,68.5
2021,20211128.0,Fairfield,LoyolaMaryland,41,33,29,42,70,75,7.5,130.5,7.5,131.5,-320,260,2.5,71
2021,20211128.0,Bucknell,Siena,28,31,22,19,65,56,3,144.5,pk,146.5,-110,-110,0.5,77.5
2021,20211128.0,SoCarolinaSt,TheCitadel,33,32,44,45,79,91,155,10.5,158.5,10.5,NL,NL,83.5,6
2021,20211128.0,IncarnateWord,PortlandU,31,37,37,40,68,77,138,4.5,138.5,7.5,230,-280,73,3
2021,20211128.0,TennesseeState,Southern,32,33,48,49,80,82,1.5,141.5,1.5,141.5,-125,105,1,74.5
2021,20211128.0,KennesawSt,CharlestonSou,52,25,37,27,89,52,6.5,144.5,6,146.5,-235,195,76.5,1.5
2021,20211128.0,Bryant,Dartmouth,26,25,23,24,61,63,5,140,7.5,142,-270,220,3.5,74.5
2021,20211128.0,Princeton,FairDickinson,38,36,51,43,89,79,15.5,141.5,15.5,140,-1300,800,8.5,73.5
2021,20211128.0,NorthwesternSt,StephenF.Austin,35,39,33,33,68,72,149.5,13.5,152,14.5,625,-950,81,7.5
2021,20211128.0,Radford,EasternKentucky,38,30,50,45,88,75,138,3.5,140,6,195,-235,75.5,6.5
2021,20211128.0,AlabamaState,NorthAlabama,28,44,41,37,69,81,pk,140.5,141.5,2.5,125,-145,2.5,75.5
2021,20211128.0,FlaGulfCoast,IPFW,34,32,51,46,85,78,8,146,7.5,144,-315,255,3.5,75.5
2021,20211128.0,Lehigh,St.FrancisPA,27,26,41,53,68,79,1,144,3.5,145.5,-160,140,1.5,74.5
2021,20211128.0,NorfolkSt,Hampton,26,32,44,29,70,61,4.5,144.5,5,145,165,-185,4,76
2021,20211128.0,MorganState,Grambling,24,44,35,30,59,74,5,145,4.5,144,167,-192,7,76
2021,20211129.0,Wildcats,CentralMichigan,51,25,34,32,85,57,28,146,32,148,-6000,2000,12,77.5
2021,20211129.0,BostonCollege,SouthFlorida,30,24,34,25,64,49,7,120,5.5,119.5,-220,190,2,64
2021,20211129.0,Cavaliers,Hawkeyes,30,44,44,31,74,75,134,1,2,130,-125,105,4,69
2021,20211129.0,Canisius,Cornell,30,46,45,43,75,89,3,153,4.5,157.5,-185,165,4.5,82
2021,20211129.0,Horned Frogs,AustinPeay,34,26,34,25,68,51,16.5,138,17,136,-1500,850,7.5,69.5
2021,20211129.0,OralRoberts,Tulsa,45,40,42,40,87,80,1,142.5,2,143.5,-130,110,78,0.5
2021,20211129.0,Longhorns,SamHoustonSt,38,28,35,29,73,57,20.5,129,22,128,-2500,1100,10.5,66.5
2021,20211129.0,Fighting Illini,Fighting Irish,41,34,41,38,82,72,6.5,143.5,4,139,-185,165,0.5,73.5
2021,20211129.0,CalSantaBarb,UTArlington,31,33,31,37,62,70,14,133.5,12,136.5,-850,575,8,72
2021,20211129.0,LoyolaMarymount,GrandCanyon,33,28,39,50,72,78,6,132,3.5,131.5,-165,145,0.5,70
2021,20211129.0,SaintMarysCA,CalRiverside,30,28,37,22,67,50,11.5,120,10,120.5,-480,390,5.5,64
2021,20211129.0,Ducks,Montana,46,24,41,23,87,47,12,135.5,13.5,132,-850,575,2.5,69.5
2021,20211129.0,Bulldogs,TarletonSt,26,25,38,30,64,55,28.5,139,32,138,-7500,2500,16.5,70
2021,20211129.0,CSFullerton,Wyoming,26,39,40,40,66,79,139.5,1.5,141,3.5,155,-175,1.5,73
2021,20211129.0,Grambling,NorfolkSt,30,33,33,37,63,70,8,140,137.5,5,180,-210,72.5,2.5
2021,20211129.0,AppalachianSt,Hartford,38,23,31,36,69,59,8,134,8.5,130.5,-400,330,1.5,69.5
2021,20211129.0,Columbia,Lafayette,22,42,28,31,50,73,143,1,139,1,105,-125,1.5,71.5
2021,20211129.0,GardnerWebb,NCCentral,49,21,34,37,83,58,12.5,135,10.5,136.5,-550,425,71.5,2.5
2021,20211129.0,Colgate,Niagara,26,39,33,31,59,70,11,139,10.5,138.5,-600,450,7.5,71.5
2021,20211129.0,Vanderbilt,MissValleySt,26,17,49,19,75,36,36.5,141.5,37.5,145,-8000,2500,18.5,73.5
2021,20211129.0,Hampton,MorganState,23,27,24,33,47,60,150,4,145.5,4.5,175,-200,73.5,1.5
2021,20211130.0,CharlotteU,Davidson,28,37,30,38,58,75,132.5,6,130,4.5,170,-190,0.5,69
2021,20211130.0,Pittsburgh,Minnesota,24,22,29,32,53,54,129.5,4,128,3,135,-155,66.5,3
2021,20211130.0,Orange,IndianaU,49,33,39,55,112,110,pk,145.5,147,3,125,-145,79.5,5
2021,20211130.0,EastCarolina,OldDominion,41,32,22,30,63,62,5,130,6,129,-230,195,1,69.5
2021,20211130.0,NCGreensboro,Elon,39,25,35,36,74,61,7,130.5,4,128.5,-185,165,67.5,2
2021,20211130.0,TennesseeTech,Chattanooga,41,35,24,47,65,82,132.5,4,132,5.5,180,-210,72.5,4.5
2021,20211130.0,Northeastern,DetroitU,36,25,30,31,66,56,6,136,7,135,-290,245,0.5,70.5
2021,20211130.0,Boilermakers,Seminoles,48,32,45,33,93,65,9.5,144.5,12,142.5,-600,450,3,76.5
2021,20211130.0,Mississippi,Rider,31,25,44,26,75,51,16,132,15,134,-1200,750,7,70
2021,20211130.0,CollCharleston,Tulane,36,31,45,46,81,77,1,149.5,3.5,150.5,-165,145,0.5,78.5
2021,20211130.0,Rice,TexasState,38,26,31,54,69,80,3,142.5,3,139.5,-160,140,74,1
2021,20211130.0,NebraskaOmaha,SIUEdwardsville,25,49,40,26,65,75,136,1.5,136.5,2,110,-130,4.5,72
2021,20211130.0,Demon Deacons,Northwestern,37,32,27,32,77,73,pk,144,2,147,-135,115,77.5,0.5
2021,20211130.0,BoiseState,SaintLouis,35,39,38,34,82,86,5,133,3,134.5,-155,135,2.5,73
2021,20211130.0,Rutgers,Tigers,33,25,41,39,74,64,127.5,1,1.5,125,-125,105,66.5,1.5
2021,20211130.0,NewMexicoState,NewMexico,42,49,52,52,94,101,13.5,145,10.5,146.5,-600,450,8,80
2021,20211130.0,SantaClara,Hawaii,31,35,39,23,70,58,10.5,146,12,145.5,-700,500,8.5,75.5
2021,20211130.0,Bluejays,NorthDakotaState,40,32,40,23,80,55,9,137.5,8,136.5,-370,310,2.5,73
2021,20211130.0,Buckeyes,Blue Devils,30,43,41,23,71,66,148,3,147.5,3,145,-165,1,78.5
2021,20211130.0,Aztecs,LongBeachState,35,21,37,26,72,47,21.5,135,19.5,137,-2500,1100,7.5,72
